timestamp,campaign_type,device_type,user_gender,impressions,clicks,ad_spend
2024-01-02 10:00:00,Search Engine,Tablet,Male,7804,497,1552.0277942203663
2024-01-02 11:00:00,Social Media,Desktop,Male,6215,94,4454.1779880213935
2024-01-02 12:00:00,Video,Tablet,Female,9415,269,4707.288352653523
2024-01-02 13:00:00,Social Media,Desktop,Female,7398,422,2484.0041922622067
2024-01-02 14:00:00,Social Media,Desktop,Female,4633,373,1779.3095258246992
2024-01-02 15:00:00,Display,Desktop,Male,1142,125,2077.002787873222
2024-01-02 16:00:00,Display,Tablet,Male,1741,358,1677.6901447380153
2024-01-02 17:00:00,Display,Desktop,Female,6703,328,1069.968025702455
2024-01-02 18:00:00,Search Engine,Desktop,Male,3397,470,3096.057866561918
2024-01-02 19:00:00,Video,Mobile,Female,7155,317,2817.3584623641614
2024-01-02 20:00:00,Video,Desktop,Female,1483,11,2318.2995044859854
2024-01-02 21:00:00,Video,Desktop,Female,4096,476,488.26847955731057
2024-01-02 22:00:00,Video,Mobile,Female,114,114,3986.495893882939
2024-01-02 23:00:00,Display,Mobile,Male,1774,441,882.9184781264381
2024-01-03 00:00:00,Search Engine,Tablet,Male,5199,439,581.6645965462802
2024-01-03 01:00:00,Search Engine,Desktop,Male,3717,294,3119.1262634599075
2024-01-03 02:00:00,Display,Tablet,Male,8199,341,1999.2353625762387
2024-01-03 03:00:00,Search Engine,Tablet,Male,6657,3,308.4442920081241
2024-01-03 04:00:00,Display,Mobile,Male,5574,303,1784.2860912556805
2024-01-03 05:00:00,Video,Tablet,Female,1580,390,3861.1839579019643
2024-01-03 06:00:00,Display,Desktop,Male,7798,315,3080.093534033317
2024-01-03 07:00:00,Video,Mobile,Male,3146,167,1820.3022547051141
2024-01-03 08:00:00,Video,Desktop,Male,7463,7,967.1059102565945
2024-01-03 09:00:00,Social Media,Desktop,Female,6057,123,3162.6601478158186
2024-01-03 10:00:00,Display,Mobile,Male,4310,371,4438.900951722313
2024-01-03 11:00:00,Social Media,Desktop,Female,5571,313,3234.9008628994097
2024-01-03 12:00:00,Display,Mobile,Male,1075,184,4066.3902347046187
2024-01-03 13:00:00,Display,Desktop,Male,1785,34,2612.4239143863115
2024-01-03 14:00:00,Social Media,Mobile,Male,2183,72,3592.6758226377337
2024-01-03 15:00:00,Social Media,Tablet,Female,1786,370,4482.171601153978
2024-01-03 16:00:00,Display,Desktop,Female,4258,12,3868.163101510689
2024-01-03 17:00:00,Search Engine,Mobile,Male,6909,38,4550.171227456747
2024-01-03 18:00:00,Video,Desktop,Male,8800,83,2161.3866145591387
2024-01-03 19:00:00,Social Media,Desktop,Male,287,20,4522.059073084012
2024-01-03 20:00:00,Video,Desktop,Female,2882,252,3111.620500063721
2024-01-03 21:00:00,Search Engine,Mobile,Female,4288,302,4351.543342747652
2024-01-03 22:00:00,Search Engine,Tablet,Male,4200,466,206.48888688479863
2024-01-03 23:00:00,Search Engine,Tablet,Female,2172,257,3292.6833857485453
2024-01-04 00:00:00,Social Media,Tablet,Female,6751,299,4241.395643600715
2024-01-04 01:00:00,Search Engine,Mobile,Female,197,197,879.2681478795668
2024-01-04 02:00:00,Social Media,Tablet,Female,9583,29,3312.3167979899663
2024-01-04 03:00:00,Search Engine,Mobile,Male,6905,470,4126.524023940991
2024-01-04 04:00:00,Video,Desktop,Male,3564,127,1446.8673544668588
2024-01-04 05:00:00,Video,Desktop,Female,1887,310,2032.1791762528962
2024-01-04 06:00:00,Display,Tablet,Female,7863,39,2851.893415311105
2024-01-04 07:00:00,Video,Mobile,Female,5504,460,2600.646767533965
2024-01-04 08:00:00,Display,Desktop,Male,783,96,205.55507125530687
2024-01-04 09:00:00,Video,Mobile,Male,1232,223,502.3737694462131
2024-01-04 10:00:00,Social Media,Mobile,Female,5977,91,511.32823072876295
2024-01-04 11:00:00,Video,Desktop,Female,6298,279,1318.7168484408833
2024-01-04 12:00:00,Display,Mobile,Female,3936,169,1236.8619228842217
2024-01-04 13:00:00,Display,Desktop,Female,9906,283,3713.68969509613
2024-01-04 14:00:00,Search Engine,Desktop,Male,1141,221,2867.994486220561
2024-01-04 15:00:00,Social Media,Desktop,Male,5989,116,3822.2406623797533
2024-01-04 16:00:00,Video,Mobile,Male,954,247,358.78132648024194
2024-01-04 17:00:00,Search Engine,Desktop,Male,5838,360,2431.2190449832874
2024-01-04 18:00:00,Video,Mobile,Male,2126,348,1625.6401405336946
2024-01-04 19:00:00,Video,Desktop,Male,5465,353,4251.197160671174
2024-01-04 20:00:00,Search Engine,Desktop,Female,2650,434,3541.8678929804173
2024-01-04 21:00:00,Search Engine,Tablet,Female,7189,405,4347.599769425714
2024-01-04 22:00:00,Search Engine,Tablet,Male,339,88,241.6713408062397
2024-01-04 23:00:00,Search Engine,Tablet,Male,589,77,3606.909212937336
2024-01-05 00:00:00,Search Engine,Mobile,Male,1136,457,2704.641677276294
2024-01-05 01:00:00,Video,Mobile,Female,9630,73,4126.750144787673
2024-01-05 02:00:00,Search Engine,Desktop,Female,6232,391,2540.7313487198467
2024-01-05 03:00:00,Social Media,Desktop,Female,4880,13,2705.6432987305257
2024-01-05 04:00:00,Display,Desktop,Female,8009,44,268.319230900905
2024-01-05 05:00:00,Search Engine,Desktop,Male,3369,37,3345.929096529474
2024-01-05 06:00:00,Search Engine,Mobile,Female,6222,415,1372.9679792691998
2024-01-05 07:00:00,Video,Desktop,Male,5810,244,108.27267167231425
2024-01-05 08:00:00,Search Engine,Desktop,Female,1867,61,341.52144090508995
2024-01-05 09:00:00,Search Engine,Tablet,Female,4808,492,4786.855188740468
2024-01-05 10:00:00,Search Engine,Desktop,Female,8453,95,1736.9256750034363
2024-01-05 11:00:00,Video,Desktop,Female,8947,322,4341.697386819583
2024-01-05 12:00:00,Search Engine,Desktop,Male,3106,251,4798.789398005587
2024-01-05 13:00:00,Display,Mobile,Male,1356,467,4716.90327229824
2024-01-05 14:00:00,Video,Tablet,Male,7177,60,4409.808951090106
2024-01-05 15:00:00,Display,Desktop,Male,5451,268,4475.271123181891
2024-01-05 16:00:00,Video,Desktop,Male,849,118,1452.150141261348
2024-01-05 17:00:00,Search Engine,Tablet,Male,808,86,765.8347523991879
2024-01-05 18:00:00,Display,Desktop,Male,6516,82,3199.920184818739
2024-01-05 19:00:00,Video,Mobile,Female,9913,79,2445.646903425431
2024-01-05 20:00:00,Social Media,Desktop,Male,7050,227,502.7461262889035
2024-01-05 21:00:00,Search Engine,Mobile,Female,8757,482,3390.93116695183
2024-01-05 22:00:00,Video,Mobile,Male,9392,302,2818.671437349019
2024-01-05 23:00:00,Social Media,Desktop,Female,1813,110,4316.706330044091
2024-01-06 00:00:00,Video,Tablet,Male,8036,369,3049.8271404851093
2024-01-06 01:00:00,Social Media,Mobile,Female,8408,309,2873.9914368115506
2024-01-06 02:00:00,Search Engine,Tablet,Male,295,70,2209.351099429813
2024-01-06 03:00:00,Display,Desktop,Male,4814,435,2319.307478745463
2024-01-06 04:00:00,Social Media,Mobile,Male,9766,484,4772.36232262579
2024-01-06 05:00:00,Video,Desktop,Male,1374,327,700.8455869071943
2024-01-06 06:00:00,Search Engine,Tablet,Female,3809,24,2236.631904725114
2024-01-06 07:00:00,Social Media,Desktop,Male,438,278,3282.5778972949456
2024-01-06 08:00:00,Video,Desktop,Male,6861,201,2170.723121496094
2024-01-06 09:00:00,Video,Mobile,Female,3611,413,1423.2459789333811
2024-01-06 10:00:00,Video,Desktop,Male,4375,224,1443.9132801066457
2024-01-06 11:00:00,Social Media,Desktop,Female,1756,266,1175.9436708260016
2024-01-06 12:00:00,Social Media,Desktop,Female,6862,418,1726.0769709096173
2024-01-06 13:00:00,Social Media,Mobile,Male,8934,282,4359.657130162
2024-01-06 14:00:00,Display,Tablet,Male,9972,116,2531.070506111746
2024-01-06 15:00:00,Social Media,Tablet,Female,9642,66,1208.7912531083139
2024-01-06 16:00:00,Social Media,Desktop,Male,5373,46,1928.7883179623966
2024-01-06 17:00:00,Social Media,Mobile,Female,8910,240,538.0937562720544
2024-01-06 18:00:00,Display,Desktop,Male,1269,177,4521.138341296302
2024-01-06 19:00:00,Social Media,Tablet,Male,8543,7,2046.9071821362456
2024-01-06 20:00:00,Video,Mobile,Female,8273,182,4902.152110919448
2024-01-06 21:00:00,Social Media,Tablet,Male,401,76,1744.2184785799711
2024-01-06 22:00:00,Video,Tablet,Male,1666,425,4183.416675663334
2024-01-06 23:00:00,Video,Mobile,Male,7916,66,1289.3627133243515
2024-01-07 00:00:00,Video,Mobile,Female,2310,147,390.0029379542351
2024-01-07 01:00:00,Display,Desktop,Male,7330,493,168.34947475226548
2024-01-07 02:00:00,Display,Desktop,Female,8903,172,3034.78044895747
2024-01-07 03:00:00,Display,Tablet,Male,6688,34,1564.752621651211
2024-01-07 04:00:00,Social Media,Mobile,Female,2043,76,2223.1642035743835
2024-01-07 05:00:00,Video,Mobile,Male,8365,403,4095.0487076479685
2024-01-07 06:00:00,Display,Desktop,Male,4737,279,1248.0593476170627
2024-01-07 07:00:00,Display,Tablet,Female,8448,184,1550.1758589072172
2024-01-07 08:00:00,Social Media,Tablet,Male,5485,54,4228.22756344275
2024-01-07 09:00:00,Display,Desktop,Female,355,355,2468.8837439840854
2024-01-07 10:00:00,Social Media,Mobile,Male,3210,93,4140.049183591913
2024-01-07 11:00:00,Search Engine,Desktop,Female,9343,472,1878.6352572969188
2024-01-07 12:00:00,Display,Desktop,Male,5132,143,1997.8662043272714
2024-01-07 13:00:00,Search Engine,Desktop,Female,6361,246,844.0204252734987
2024-01-07 14:00:00,Social Media,Desktop,Male,2517,438,4582.565809438882
2024-01-07 15:00:00,Video,Mobile,Female,2356,199,4484.950633122921
2024-01-07 16:00:00,Display,Desktop,Female,2734,235,4921.24290267822
2024-01-07 17:00:00,Social Media,Mobile,Male,1991,313,2018.2111645768605
2024-01-07 18:00:00,Video,Desktop,Female,3564,319,4094.888559375624
2024-01-07 19:00:00,Video,Tablet,Female,7526,219,2080.6191210438715
2024-01-07 20:00:00,Search Engine,Mobile,Male,2070,331,2276.9509567156542
2024-01-07 21:00:00,Social Media,Tablet,Male,4053,370,4151.696974038175
2024-01-07 22:00:00,Video,Desktop,Male,5918,215,895.0601867231347
2024-01-07 23:00:00,Display,Desktop,Male,6871,48,1109.351562964144
2024-01-08 00:00:00,Display,Desktop,Male,6848,284,1580.4939195751172
2024-01-08 01:00:00,Search Engine,Mobile,Male,5103,462,3943.013372175287
2024-01-08 02:00:00,Video,Tablet,Female,748,117,1869.531231346733
2024-01-08 03:00:00,Social Media,Mobile,Female,9932,81,1797.2593593210001
2024-01-08 04:00:00,Display,Mobile,Female,8820,262,4994.093562823657
2024-01-08 05:00:00,Video,Desktop,Male,2201,76,1925.1926540664026
2024-01-08 06:00:00,Video,Tablet,Male,518,210,1246.374976214779
2024-01-08 07:00:00,Search Engine,Desktop,Female,2452,495,3119.8362542227073
2024-01-08 08:00:00,Display,Mobile,Female,5875,490,4011.3809602554543
2024-01-08 09:00:00,Display,Desktop,Male,8376,121,357.3430902785647
2024-01-08 10:00:00,Social Media,Tablet,Female,7791,324,3098.27223338099
2024-01-08 11:00:00,Display,Desktop,Male,1851,89,188.3199248423215
2024-01-08 12:00:00,Social Media,Tablet,Male,2757,257,2636.3984313877945
2024-01-08 13:00:00,Display,Tablet,Female,6223,160,1292.3879031514678
2024-01-08 14:00:00,Search Engine,Desktop,Male,5624,175,1540.1420713891966
2024-01-08 15:00:00,Display,Mobile,Male,2451,292,2340.808860272089
2024-01-08 16:00:00,Social Media,Desktop,Male,8171,88,4636.26622912048
2024-01-08 17:00:00,Social Media,Mobile,Male,1389,126,3556.2298598735038
2024-01-08 18:00:00,Search Engine,Mobile,Female,2802,472,4684.859525459637
2024-01-08 19:00:00,Display,Desktop,Male,8935,358,3303.2553127478013
2024-01-08 20:00:00,Display,Mobile,Male,3005,285,45.46765796841971
2024-01-08 21:00:00,Search Engine,Mobile,Female,4769,296,1335.2701347649113
2024-01-08 22:00:00,Display,Desktop,Male,3022,259,4529.805162824666
2024-01-08 23:00:00,Display,Desktop,Male,6754,338,3220.793149629046
2024-01-09 00:00:00,Social Media,Desktop,Female,2121,474,4908.419710485671
2024-01-09 01:00:00,Display,Mobile,Female,3724,243,788.2604558992952
2024-01-09 02:00:00,Display,Tablet,Male,6444,110,1490.771687201532
2024-01-09 03:00:00,Search Engine,Mobile,Male,7878,422,1818.214620990011
2024-01-09 04:00:00,Search Engine,Tablet,Female,236,23,1639.5235126548796
2024-01-09 05:00:00,Video,Desktop,Male,4325,49,1267.4377354479043
2024-01-09 06:00:00,Social Media,Tablet,Male,9510,36,2222.8939216263216
2024-01-09 07:00:00,Display,Desktop,Male,9309,180,3215.067635613162
2024-01-09 08:00:00,Display,Desktop,Female,3240,252,1563.1720452046131
2024-01-09 09:00:00,Video,Tablet,Male,2687,24,407.70261733813584
2024-01-09 10:00:00,Display,Desktop,Female,6769,348,3545.5773091968854
2024-01-09 11:00:00,Social Media,Tablet,Female,2705,124,2300.4926133485305
2024-01-09 12:00:00,Video,Desktop,Female,5104,30,2786.8467073894153
2024-01-09 13:00:00,Social Media,Mobile,Female,8500,236,2282.4492792479364
2024-01-09 14:00:00,Video,Mobile,Male,7604,226,4452.883942240002
2024-01-09 15:00:00,Video,Desktop,Female,3910,347,2798.1375358602363
2024-01-09 16:00:00,Search Engine,Desktop,Male,6180,37,4617.151430860231
2024-01-09 17:00:00,Social Media,Tablet,Female,7508,382,2557.7709543644414
2024-01-09 18:00:00,Display,Mobile,Female,4253,57,1470.0149295790063
2024-01-09 19:00:00,Display,Tablet,Male,3476,235,1783.658510009221
2024-01-09 20:00:00,Social Media,Desktop,Female,1468,180,2615.42517498808
2024-01-09 21:00:00,Display,Desktop,Female,7909,113,2654.647294646993
2024-01-09 22:00:00,Display,Tablet,Male,3900,305,3439.8151307292546
2024-01-09 23:00:00,Social Media,Desktop,Female,1137,131,1130.2294122112876
2024-01-10 00:00:00,Video,Mobile,Female,1092,347,3297.6260708278537
2024-01-10 01:00:00,Social Media,Tablet,Female,7412,179,3895.154161819954
2024-01-10 02:00:00,Video,Mobile,Male,4610,414,3386.1940274402805
2024-01-10 03:00:00,Display,Mobile,Female,493,470,2414.322267989778
2024-01-10 04:00:00,Display,Mobile,Male,8105,77,4958.4864490730015
2024-01-10 05:00:00,Display,Tablet,Male,3786,219,2030.017664054789
2024-01-10 06:00:00,Search Engine,Desktop,Male,457,141,541.8871667533477
2024-01-10 07:00:00,Video,Mobile,Female,4104,384,4109.306034882641
2024-01-10 08:00:00,Search Engine,Mobile,Female,1281,42,1068.8840822132868
2024-01-10 09:00:00,Search Engine,Mobile,Female,6917,479,3569.295008783186
2024-01-10 10:00:00,Social Media,Desktop,Female,2165,117,903.0916507484782
2024-01-10 11:00:00,Search Engine,Desktop,Male,6971,58,94.21818038111749
2024-01-10 12:00:00,Social Media,Tablet,Male,3229,60,807.395032907238
2024-01-10 13:00:00,Social Media,Desktop,Female,254,40,1891.1735959133514
2024-01-10 14:00:00,Search Engine,Tablet,Female,9846,273,542.0250531776934
2024-01-10 15:00:00,Video,Tablet,Male,8778,187,996.4186303360533
2024-01-10 16:00:00,Video,Tablet,Female,6394,452,3825.4851256451207
2024-01-10 17:00:00,Video,Tablet,Female,9674,489,3851.7192038058824
2024-01-10 18:00:00,Video,Tablet,Female,2515,334,4089.266253682974
2024-01-10 19:00:00,Video,Mobile,Female,1170,186,4207.364630372486
2024-01-10 20:00:00,Search Engine,Desktop,Female,2354,425,2107.9751141226393
2024-01-10 21:00:00,Search Engine,Mobile,Female,8142,463,4339.072806860707
2024-01-10 22:00:00,Display,Tablet,Male,9798,227,2634.4250063200748
2024-01-10 23:00:00,Video,Desktop,Male,7907,163,2358.2796135106805
2024-01-11 00:00:00,Search Engine,Mobile,Male,6940,423,3595.496281688921
2024-01-11 01:00:00,Display,Mobile,Male,6813,285,1076.9538726859369
2024-01-11 02:00:00,Video,Tablet,Female,2290,101,3949.5919103690853
2024-01-11 03:00:00,Social Media,Mobile,Female,7364,470,2153.0344745653542
2024-01-11 04:00:00,Display,Mobile,Male,9362,266,645.2041158787646
2024-01-11 05:00:00,Search Engine,Mobile,Male,8482,123,605.3664484496682
2024-01-11 06:00:00,Social Media,Mobile,Male,8431,152,832.8846517950336
2024-01-11 07:00:00,Social Media,Mobile,Male,7498,428,4453.957943876474
2024-01-11 08:00:00,Social Media,Tablet,Male,3072,178,4954.779733072647
2024-01-11 09:00:00,Display,Tablet,Female,1614,426,1791.2992580144046
2024-01-11 10:00:00,Search Engine,Mobile,Female,4070,65,1467.797822504435
2024-01-11 11:00:00,Social Media,Tablet,Male,4819,98,1101.667153245743
2024-01-11 12:00:00,Video,Tablet,Male,1445,430,4120.844221064555
2024-01-11 13:00:00,Social Media,Desktop,Female,2017,23,1053.9453372701917
2024-01-11 14:00:00,Social Media,Mobile,Female,7741,332,4621.209748352046
2024-01-11 15:00:00,Display,Tablet,Female,8744,248,3340.0783910667005
2024-01-11 16:00:00,Display,Tablet,Male,1711,489,4486.667680429281
2024-01-11 17:00:00,Search Engine,Mobile,Female,2178,164,2774.50917342679
2024-01-11 18:00:00,Video,Desktop,Male,2164,383,3456.492512290659
2024-01-11 19:00:00,Display,Mobile,Male,7479,439,3101.0959222819615
2024-01-11 20:00:00,Social Media,Desktop,Female,5879,93,4157.665327055746
2024-01-11 21:00:00,Search Engine,Mobile,Female,9550,458,4180.945447817547
2024-01-11 22:00:00,Social Media,Mobile,Female,7250,342,2953.067069227174
2024-01-11 23:00:00,Social Media,Mobile,Male,453,123,3166.213170155564
2024-01-12 00:00:00,Display,Mobile,Female,5818,301,4610.160843284171
2024-01-12 01:00:00,Search Engine,Desktop,Female,3736,155,4650.033754985197
2024-01-12 02:00:00,Video,Desktop,Male,9855,348,3324.6064216369564
2024-01-12 03:00:00,Video,Tablet,Female,6144,248,48.69384808408608
2024-01-12 04:00:00,Display,Mobile,Female,811,435,531.0119616221656
2024-01-12 05:00:00,Display,Desktop,Male,9148,270,4291.133233554337
2024-01-12 06:00:00,Search Engine,Desktop,Male,4372,428,432.7234406902995
2024-01-12 07:00:00,Video,Desktop,Male,1529,57,1075.4607124667812
2024-01-12 08:00:00,Video,Mobile,Male,6544,194,1160.4279343060425
2024-01-12 09:00:00,Video,Tablet,Male,3520,200,3005.1715012017253
2024-01-12 10:00:00,Social Media,Desktop,Female,2168,71,2887.3976614399835
2024-01-12 11:00:00,Video,Mobile,Female,7259,494,1454.1934418677974
2024-01-12 12:00:00,Social Media,Desktop,Male,4906,246,1045.9807141865297
2024-01-12 13:00:00,Search Engine,Desktop,Female,6944,480,3825.0148289888043
2024-01-12 14:00:00,Social Media,Tablet,Female,8443,97,4677.926216473821
2024-01-12 15:00:00,Search Engine,Desktop,Male,3331,328,273.5003427830291
2024-01-12 16:00:00,Video,Desktop,Male,3006,80,674.5705088972655
2024-01-12 17:00:00,Video,Mobile,Male,3651,424,3214.39830364148
2024-01-12 18:00:00,Search Engine,Mobile,Female,9758,64,4024.162843840414
2024-01-12 19:00:00,Display,Tablet,Male,4291,423,3958.031457194234
2024-01-12 20:00:00,Search Engine,Mobile,Female,3523,4,3601.2189338826192
2024-01-12 21:00:00,Display,Mobile,Female,4157,477,4438.265492945479
2024-01-12 22:00:00,Social Media,Tablet,Female,5294,458,1094.5709090583562
2024-01-12 23:00:00,Social Media,Desktop,Female,3765,283,545.3818229948163
2024-01-13 00:00:00,Social Media,Tablet,Male,4835,293,3080.661220755928
2024-01-13 01:00:00,Video,Mobile,Female,9448,80,4113.156698701928
2024-01-13 02:00:00,Social Media,Tablet,Male,6489,497,2914.3974566180605
2024-01-13 03:00:00,Display,Desktop,Female,7982,86,4815.357462419942
2024-01-13 04:00:00,Social Media,Tablet,Male,5389,401,3979.866662345029
2024-01-13 05:00:00,Search Engine,Mobile,Male,7898,292,3506.9510865372117
2024-01-13 06:00:00,Search Engine,Mobile,Male,3508,410,310.6838814499506
2024-01-13 07:00:00,Video,Tablet,Female,1261,280,547.6337712710937
2024-01-13 08:00:00,Search Engine,Desktop,Female,1359,196,3926.3397866300597
2024-01-13 09:00:00,Display,Tablet,Female,4190,251,999.2072486293764
2024-01-13 10:00:00,Social Media,Desktop,Male,5790,82,153.88752863416286
2024-01-13 11:00:00,Video,Desktop,Female,3081,26,4554.695821877355
2024-01-13 12:00:00,Social Media,Tablet,Female,8165,332,4455.118814769158
2024-01-13 13:00:00,Social Media,Desktop,Female,3654,181,1100.2342978851443
2024-01-13 14:00:00,Display,Mobile,Male,9516,134,3903.229227784044
2024-01-13 15:00:00,Search Engine,Tablet,Female,2489,89,249.4185094461589
2024-01-13 16:00:00,Search Engine,Desktop,Female,8258,205,1432.4394390780828
2024-01-13 17:00:00,Social Media,Mobile,Male,1114,26,3122.097872200558
2024-01-13 18:00:00,Video,Tablet,Male,5829,377,3818.2631908303433
2024-01-13 19:00:00,Search Engine,Mobile,Male,3813,58,61.89195205306597
2024-01-13 20:00:00,Video,Mobile,Male,1592,71,1637.780980235983
2024-01-13 21:00:00,Search Engine,Mobile,Male,7685,414,1079.5843447177333
2024-01-13 22:00:00,Video,Desktop,Male,4222,226,4993.914224686131
2024-01-13 23:00:00,Display,Tablet,Female,9992,90,3358.2013396023226
2024-01-14 00:00:00,Video,Tablet,Female,554,67,2034.3005498699217
2024-01-14 01:00:00,Display,Desktop,Male,1017,361,387.5064838836183
2024-01-14 02:00:00,Display,Tablet,Female,6823,259,2997.364584959749
2024-01-14 03:00:00,Video,Mobile,Male,8305,145,3212.0903399709605
2024-01-14 04:00:00,Display,Tablet,Female,6341,62,4083.865578240644
2024-01-14 05:00:00,Social Media,Desktop,Male,4474,342,1449.998496067624
2024-01-14 06:00:00,Display,Mobile,Male,6159,479,4907.326121595681
2024-01-14 07:00:00,Search Engine,Desktop,Female,589,459,2202.934039176608
2024-01-14 08:00:00,Video,Mobile,Female,1084,179,1486.759335750873
2024-01-14 09:00:00,Social Media,Mobile,Female,1060,467,1748.7621766672746
2024-01-14 10:00:00,Video,Tablet,Female,8150,110,2602.734404305948
2024-01-14 11:00:00,Search Engine,Mobile,Female,1882,190,4684.140806890565
2024-01-14 12:00:00,Search Engine,Desktop,Female,6083,428,3678.4424016178086
2024-01-14 13:00:00,Search Engine,Tablet,Female,1969,395,2889.7771508242736
2024-01-14 14:00:00,Display,Desktop,Female,2744,391,822.4238360195104
2024-01-14 15:00:00,Display,Mobile,Male,6938,245,755.2730213454496
2024-01-14 16:00:00,Video,Desktop,Female,4445,277,2515.9625999296845
2024-01-14 17:00:00,Video,Desktop,Female,5802,346,3646.2564359622293
2024-01-14 18:00:00,Social Media,Mobile,Male,8175,424,3757.5507420479994
2024-01-14 19:00:00,Social Media,Tablet,Male,7730,371,1137.3127755425294
2024-01-14 20:00:00,Video,Desktop,Male,6002,296,509.4965691077938
2024-01-14 21:00:00,Display,Mobile,Male,6132,336,1928.4603363764095
2024-01-14 22:00:00,Search Engine,Tablet,Female,1925,122,4591.680990787931
2024-01-14 23:00:00,Video,Tablet,Female,3210,56,2731.3825908202175
2024-01-15 00:00:00,Social Media,Tablet,Male,3870,159,1607.297836490554
2024-01-15 01:00:00,Display,Desktop,Male,129,126,1624.9519650122172
2024-01-15 02:00:00,Video,Desktop,Female,9058,224,669.114355658703
2024-01-15 03:00:00,Video,Desktop,Female,8906,94,2371.3864431697284
2024-01-15 04:00:00,Display,Tablet,Female,9296,310,3958.8997657890436
2024-01-15 05:00:00,Video,Desktop,Female,2221,5,4843.107870721433
2024-01-15 06:00:00,Display,Mobile,Male,3109,422,2512.9590497902973
2024-01-15 07:00:00,Search Engine,Desktop,Female,3919,264,844.4024300550153
2024-01-15 08:00:00,Display,Desktop,Male,7839,233,3417.922495016294
2024-01-15 09:00:00,Display,Tablet,Male,8315,287,3786.388800299024
2024-01-15 10:00:00,Display,Desktop,Male,4159,419,367.78174962127997
2024-01-15 11:00:00,Video,Mobile,Female,3010,383,4252.1942568598315
2024-01-15 12:00:00,Video,Tablet,Male,2070,15,4148.318726079328
2024-01-15 13:00:00,Display,Mobile,Female,9830,139,2367.9798596551987
2024-01-15 14:00:00,Video,Tablet,Male,6755,296,2806.508367893183
2024-01-15 15:00:00,Social Media,Tablet,Female,4867,194,3569.9062379174866
2024-01-15 16:00:00,Social Media,Desktop,Male,8862,185,3386.973144063668
2024-01-15 17:00:00,Video,Mobile,Male,1342,474,92.51453118411324
2024-01-15 18:00:00,Video,Tablet,Female,812,474,620.952166203944
2024-01-15 19:00:00,Display,Desktop,Female,9585,392,821.326873348416
2024-01-15 20:00:00,Search Engine,Tablet,Male,2966,124,3780.822686469773
2024-01-15 21:00:00,Video,Tablet,Male,9966,16,2206.0169788329763
2024-01-15 22:00:00,Social Media,Tablet,Female,6253,365,2732.058105670257
2024-01-15 23:00:00,Display,Tablet,Male,5687,388,3865.710310108466
2024-01-16 00:00:00,Video,Tablet,Female,9651,25,1711.501522629813
2024-01-16 01:00:00,Social Media,Tablet,Female,8927,212,3746.962234320678
